emp_id	date_of_joining	quarter_of_joining	half_of_joining	year_of_joining	month_of_joining	month_name_of_joining	short_month	day_of_joining	dow_of_joining	short_dow	age_in_company_years
952927	5/19/2008	Q2	H1	2008	5	May	May	19	Monday	Mon	9.2
850385	5/10/2017	Q2	H1	2017	5	May	May	10	Wednesday	Wed	0.22
501748	5/20/2015	Q2	H1	2015	5	May	May	20	Wednesday	Wed	2.19
997661	11/7/2014	Q4	H2	2014	11	November	Nov	7	Friday	Fri	2.72
944963	12/16/2012	Q4	H2	2012	12	December	Dec	16	Sunday	Sun	4.62
149503	7/11/2017	Q3	H2	2017	7	July	Jul	11	Tuesday	Tue	0.05
240728	5/19/2012	Q2	H1	2012	5	May	May	19	Saturday	Sat	5.19
724462	4/4/2011	Q2	H1	2011	4	April	Apr	4	Monday	Mon	6.32
672161	10/13/2013	Q4	H2	2013	10	October	Oct	13	Sunday	Sun	3.79
932251	9/10/2011	Q3	H2	2011	9	September	Sep	10	Saturday	Sat	5.88
724942	4/30/2017	Q2	H1	2017	4	April	Apr	30	Sunday	Sun	0.24
555774	5/27/2014	Q2	H1	2014	5	May	May	27	Tuesday	Tue	3.17
535988	2/16/2017	Q1	H1	2017	2	February	Feb	16	Thursday	Thu	0.44
304552	9/30/2014	Q3	H2	2014	9	September	Sep	30	Tuesday	Tue	2.83
645435	12/11/2011	Q4	H2	2011	12	December	Dec	11	Sunday	Sun	5.63
431394	11/8/2010	Q4	H2	2010	11	November	Nov	8	Monday	Mon	6.72
569208	7/1/1997	Q3	H2	1997	7	July	Jul	1	Tuesday	Tue	20.09
630016	4/18/2007	Q2	H1	2007	4	April	Apr	18	Wednesday	Wed	10.28
420802	7/12/2009	Q3	H2	2009	7	July	Jul	12	Sunday	Sun	8.05
539009	7/26/2006	Q3	H2	2006	7	July	Jul	26	Wednesday	Wed	11.01
387387	11/27/2008	Q4	H2	2008	11	November	Nov	27	Thursday	Thu	8.67
842915	6/14/2011	Q2	H1	2011	6	June	Jun	14	Tuesday	Tue	6.13
990748	9/7/2013	Q3	H2	2013	9	September	Sep	7	Saturday	Sat	3.89
923630	1/16/2015	Q1	H1	2015	1	January	Jan	16	Friday	Fri	2.53
882209	7/25/1997	Q3	H2	1997	7	July	Jul	25	Friday	Fri	20.02
960549	5/31/1999	Q2	H1	1999	5	May	May	31	Monday	Mon	18.17
749500	6/15/2010	Q2	H1	2010	6	June	Jun	15	Tuesday	Tue	7.12
617635	7/2/2016	Q3	H2	2016	7	July	Jul	2	Saturday	Sat	1.07
752368	3/29/2007	Q1	H1	2007	3	March	Mar	29	Thursday	Thu	10.34
807311	3/4/2014	Q1	H1	2014	3	March	Mar	4	Tuesday	Tue	3.4
807801	5/27/2013	Q2	H1	2013	5	May	May	27	Monday	Mon	4.17
374957	9/21/2016	Q3	H2	2016	9	September	Sep	21	Wednesday	Wed	0.85
793607	11/9/2006	Q4	H2	2006	11	November	Nov	9	Thursday	Thu	10.72
575677	2/13/2017	Q1	H1	2017	2	February	Feb	13	Monday	Mon	0.45
210302	7/16/2017	Q3	H2	2017	7	July	Jul	16	Sunday	Sun	0.03
271618	4/6/2017	Q2	H1	2017	4	April	Apr	6	Thursday	Thu	0.31
465563	9/1/1999	Q3	H2	1999	9	September	Sep	1	Wednesday	Wed	17.92
954621	4/29/2017	Q2	H1	2017	4	April	Apr	29	Saturday	Sat	0.25
674605	12/19/2001	Q4	H2	2001	12	December	Dec	19	Wednesday	Wed	15.62
791382	1/20/2016	Q1	H1	2016	1	January	Jan	20	Wednesday	Wed	1.52
557710	7/28/2017	Q3	H2	2017	7	July	Jul	28	Friday	Fri	0.0
685600	12/25/2016	Q4	H2	2016	12	December	Dec	25	Sunday	Sun	0.59
237955	10/8/2009	Q4	H2	2009	10	October	Oct	8	Thursday	Thu	7.81
842335	10/7/2008	Q4	H2	2008	10	October	Oct	7	Tuesday	Tue	8.81
260579	8/1/2005	Q3	H2	2005	8	August	Aug	1	Monday	Mon	12.0
765212	4/28/2009	Q2	H1	2009	4	April	Apr	28	Tuesday	Tue	8.25
804535	2/27/2017	Q1	H1	2017	2	February	Feb	27	Monday	Mon	0.41
642480	11/1/2005	Q4	H2	2005	11	November	Nov	1	Tuesday	Tue	11.75
303960	12/12/2013	Q4	H2	2013	12	December	Dec	12	Thursday	Thu	3.63
762232	1/8/2016	Q1	H1	2016	1	January	Jan	8	Friday	Fri	1.55
643938	4/22/2014	Q2	H1	2014	4	April	Apr	22	Tuesday	Tue	3.27
983041	12/5/2002	Q4	H2	2002	12	December	Dec	5	Thursday	Thu	14.65
224727	1/3/1990	Q1	H1	1990	1	January	Jan	3	Wednesday	Wed	27.58
651352	10/15/2016	Q4	H2	2016	10	October	Oct	15	Saturday	Sat	0.78
177908	4/10/1990	Q2	H1	1990	4	April	Apr	10	Tuesday	Tue	27.32
826236	2/23/2009	Q1	H1	2009	2	February	Feb	23	Monday	Mon	8.43
559599	4/4/2001	Q2	H1	2001	4	April	Apr	4	Wednesday	Wed	16.33
413865	3/7/2017	Q1	H1	2017	3	March	Mar	7	Tuesday	Tue	0.39
961327	12/1/1994	Q4	H2	1994	12	December	Dec	1	Thursday	Thu	22.67
509864	12/5/2016	Q4	H2	2016	12	December	Dec	5	Monday	Mon	0.64
690078	5/18/2005	Q2	H1	2005	5	May	May	18	Wednesday	Wed	12.2
976326	4/29/2015	Q2	H1	2015	4	April	Apr	29	Wednesday	Wed	2.25
185630	4/25/2013	Q2	H1	2013	4	April	Apr	25	Thursday	Thu	4.26
818136	6/7/2004	Q2	H1	2004	6	June	Jun	7	Monday	Mon	13.15
431532	9/29/1996	Q3	H2	1996	9	September	Sep	29	Sunday	Sun	20.84
284286	10/28/2006	Q4	H2	2006	10	October	Oct	28	Saturday	Sat	10.76
577851	7/17/2003	Q3	H2	2003	7	July	Jul	17	Thursday	Thu	14.04
388716	12/8/2016	Q4	H2	2016	12	December	Dec	8	Thursday	Thu	0.64
941647	1/22/2016	Q1	H1	2016	1	January	Jan	22	Friday	Fri	1.52
497763	4/5/2003	Q2	H1	2003	4	April	Apr	5	Saturday	Sat	14.32
704656	7/10/2011	Q3	H2	2011	7	July	Jul	10	Sunday	Sun	6.05
690182	5/25/1990	Q2	H1	1990	5	May	May	25	Friday	Fri	27.19
624868	10/10/2013	Q4	H2	2013	10	October	Oct	10	Thursday	Thu	3.8
228591	6/4/1984	Q2	H1	1984	6	June	Jun	4	Monday	Mon	33.17
838989	8/22/2013	Q3	H2	2013	8	August	Aug	22	Thursday	Thu	3.93
875534	6/19/2010	Q2	H1	2010	6	June	Jun	19	Saturday	Sat	7.11
682234	9/10/2008	Q3	H2	2008	9	September	Sep	10	Wednesday	Wed	8.88
153552	3/9/1992	Q1	H1	1992	3	March	Mar	9	Monday	Mon	25.4
860851	2/16/2011	Q1	H1	2011	2	February	Feb	16	Wednesday	Wed	6.45
553397	5/18/1986	Q2	H1	1986	5	May	May	18	Sunday	Sun	31.22
348616	10/13/2010	Q4	H2	2010	10	October	Oct	13	Wednesday	Wed	6.79
362022	7/6/2017	Q3	H2	2017	7	July	Jul	6	Thursday	Thu	0.06
292037	4/18/2005	Q2	H1	2005	4	April	Apr	18	Monday	Mon	12.28
555434	12/25/2005	Q4	H2	2005	12	December	Dec	25	Sunday	Sun	11.6
877468	3/1/2009	Q1	H1	2009	3	March	Mar	1	Sunday	Sun	8.41
497576	12/7/2014	Q4	H2	2014	12	December	Dec	7	Sunday	Sun	2.64
260162	2/24/1994	Q1	H1	1994	2	February	Feb	24	Thursday	Thu	23.44
980404	11/19/1999	Q4	H2	1999	11	November	Nov	19	Friday	Fri	17.7
898566	3/2/2016	Q1	H1	2016	3	March	Mar	2	Wednesday	Wed	1.41
634529	3/17/2016	Q1	H1	2016	3	March	Mar	17	Thursday	Thu	1.36
659055	7/4/2004	Q3	H2	2004	7	July	Jul	4	Sunday	Sun	13.07
650507	9/15/1987	Q3	H2	1987	9	September	Sep	15	Tuesday	Tue	29.89
919400	2/23/2009	Q1	H1	2009	2	February	Feb	23	Monday	Mon	8.43
577948	5/7/2016	Q2	H1	2016	5	May	May	7	Saturday	Sat	1.22
872656	4/20/2008	Q2	H1	2008	4	April	Apr	20	Sunday	Sun	9.28
199450	6/25/2017	Q2	H1	2017	6	June	Jun	25	Sunday	Sun	0.09
169364	10/25/1991	Q4	H2	1991	10	October	Oct	25	Friday	Fri	25.78
165430	1/30/2015	Q1	H1	2015	1	January	Jan	30	Friday	Fri	2.49
513516	8/30/2009	Q3	H2	2009	8	August	Aug	30	Sunday	Sun	7.92
428847	12/29/2013	Q4	H2	2013	12	December	Dec	29	Sunday	Sun	3.58
987720	3/26/2010	Q1	H1	2010	3	March	Mar	26	Friday	Fri	7.35
166345	3/12/2009	Q1	H1	2009	3	March	Mar	12	Thursday	Thu	8.38
359848	3/1/2009	Q1	H1	2009	3	March	Mar	1	Sunday	Sun	8.41
355333	1/16/1981	Q1	H1	1981	1	January	Jan	16	Friday	Fri	36.55
882134	8/27/2015	Q3	H2	2015	8	August	Aug	27	Thursday	Thu	1.92
295261	5/16/2017	Q2	H1	2017	5	May	May	16	Tuesday	Tue	0.2
553850	4/24/2007	Q2	H1	2007	4	April	Apr	24	Tuesday	Tue	10.27
222607	11/5/2007	Q4	H2	2007	11	November	Nov	5	Monday	Mon	9.73
927847	5/4/2012	Q2	H1	2012	5	May	May	4	Friday	Fri	5.24
989496	5/18/2002	Q2	H1	2002	5	May	May	18	Saturday	Sat	15.21
807476	11/29/2016	Q4	H2	2016	11	November	Nov	29	Tuesday	Tue	0.66
719161	3/15/2010	Q1	H1	2010	3	March	Mar	15	Monday	Mon	7.38
296887	4/13/2005	Q2	H1	2005	4	April	Apr	13	Wednesday	Wed	12.3
151160	10/15/2004	Q4	H2	2004	10	October	Oct	15	Friday	Fri	12.79
983263	6/16/2006	Q2	H1	2006	6	June	Jun	16	Friday	Fri	11.12
396732	9/12/2000	Q3	H2	2000	9	September	Sep	12	Tuesday	Tue	16.88
370598	5/27/1999	Q2	H1	1999	5	May	May	27	Thursday	Thu	18.18
438869	1/2/2008	Q1	H1	2008	1	January	Jan	2	Wednesday	Wed	9.58
513022	4/11/2017	Q2	H1	2017	4	April	Apr	11	Tuesday	Tue	0.3
976234	6/5/2011	Q2	H1	2011	6	June	Jun	5	Sunday	Sun	6.15
163800	6/3/2001	Q2	H1	2001	6	June	Jun	3	Sunday	Sun	16.16
200967	6/11/2015	Q2	H1	2015	6	June	Jun	11	Thursday	Thu	2.13
376998	7/13/1994	Q3	H2	1994	7	July	Jul	13	Wednesday	Wed	23.06
740577	9/6/1994	Q3	H2	1994	9	September	Sep	6	Tuesday	Tue	22.91
375998	4/29/2012	Q2	H1	2012	4	April	Apr	29	Sunday	Sun	5.25
571081	4/29/2014	Q2	H1	2014	4	April	Apr	29	Tuesday	Tue	3.25
289424	11/19/1998	Q4	H2	1998	11	November	Nov	19	Thursday	Thu	18.7
926364	8/4/2006	Q3	H2	2006	8	August	Aug	4	Friday	Fri	10.99
559051	2/17/2016	Q1	H1	2016	2	February	Feb	17	Wednesday	Wed	1.44
704999	8/27/2016	Q3	H2	2016	8	August	Aug	27	Saturday	Sat	0.92
321932	1/4/2017	Q1	H1	2017	1	January	Jan	4	Wednesday	Wed	0.56
434523	2/26/2017	Q1	H1	2017	2	February	Feb	26	Sunday	Sun	0.42
189116	11/13/2005	Q4	H2	2005	11	November	Nov	13	Sunday	Sun	11.71
272764	1/30/2013	Q1	H1	2013	1	January	Jan	30	Wednesday	Wed	4.49
176650	10/23/2015	Q4	H2	2015	10	October	Oct	23	Friday	Fri	1.76
469485	6/20/2010	Q2	H1	2010	6	June	Jun	20	Sunday	Sun	7.11
878578	11/2/2016	Q4	H2	2016	11	November	Nov	2	Wednesday	Wed	0.73
161782	10/2/1998	Q4	H2	1998	10	October	Oct	2	Friday	Fri	18.83
992542	10/17/1995	Q4	H2	1995	10	October	Oct	17	Tuesday	Tue	21.79
618048	4/27/2015	Q2	H1	2015	4	April	Apr	27	Monday	Mon	2.25
625727	6/2/2010	Q2	H1	2010	6	June	Jun	2	Wednesday	Wed	7.16
722852	6/22/2017	Q2	H1	2017	6	June	Jun	22	Thursday	Thu	0.1
799882	3/7/1991	Q1	H1	1991	3	March	Mar	7	Thursday	Thu	26.41
562756	7/6/2009	Q3	H2	2009	7	July	Jul	6	Monday	Mon	8.07
411827	6/8/2003	Q2	H1	2003	6	June	Jun	8	Sunday	Sun	14.15
963950	12/25/2011	Q4	H2	2011	12	December	Dec	25	Sunday	Sun	5.59
821632	3/23/2016	Q1	H1	2016	3	March	Mar	23	Wednesday	Wed	1.35
346953	10/7/2016	Q4	H2	2016	10	October	Oct	7	Friday	Fri	0.81
667694	2/19/2012	Q1	H1	2012	2	February	Feb	19	Sunday	Sun	5.44
152414	5/29/2013	Q2	H1	2013	5	May	May	29	Wednesday	Wed	4.17
437673	2/13/2012	Q1	H1	2012	2	February	Feb	13	Monday	Mon	5.46
390321	7/28/2016	Q3	H2	2016	7	July	Jul	28	Thursday	Thu	1.0
360712	7/4/2012	Q3	H2	2012	7	July	Jul	4	Wednesday	Wed	5.07
978581	5/10/2010	Q2	H1	2010	5	May	May	10	Monday	Mon	7.22
161160	4/21/2002	Q2	H1	2002	4	April	Apr	21	Sunday	Sun	15.28
528568	12/26/2006	Q4	H2	2006	12	December	Dec	26	Tuesday	Tue	10.59
692987	8/31/2016	Q3	H2	2016	8	August	Aug	31	Wednesday	Wed	0.91
176281	4/12/1997	Q2	H1	1997	4	April	Apr	12	Saturday	Sat	20.31
458405	6/6/2007	Q2	H1	2007	6	June	Jun	6	Wednesday	Wed	10.15
844151	9/11/2005	Q3	H2	2005	9	September	Sep	11	Sunday	Sun	11.88
169546	5/12/2006	Q2	H1	2006	5	May	May	12	Friday	Fri	11.22
582862	6/23/1987	Q2	H1	1987	6	June	Jun	23	Tuesday	Tue	30.12
678937	1/10/1998	Q1	H1	1998	1	January	Jan	10	Saturday	Sat	19.56
207525	9/25/2007	Q3	H2	2007	9	September	Sep	25	Tuesday	Tue	9.85
737711	4/17/2011	Q2	H1	2011	4	April	Apr	17	Sunday	Sun	6.28
241168	1/29/2017	Q1	H1	2017	1	January	Jan	29	Sunday	Sun	0.49
561827	3/15/2016	Q1	H1	2016	3	March	Mar	15	Tuesday	Tue	1.37
417058	8/1/2004	Q3	H2	2004	8	August	Aug	1	Sunday	Sun	13.0
929066	2/24/2017	Q1	H1	2017	2	February	Feb	24	Friday	Fri	0.42
295128	12/17/2004	Q4	H2	2004	12	December	Dec	17	Friday	Fri	12.62
701573	8/9/2016	Q3	H2	2016	8	August	Aug	9	Tuesday	Tue	0.97
647492	3/31/2008	Q1	H1	2008	3	March	Mar	31	Monday	Mon	9.33
447315	4/8/2010	Q2	H1	2010	4	April	Apr	8	Thursday	Thu	7.31
266068	5/5/2003	Q2	H1	2003	5	May	May	5	Monday	Mon	14.24
476513	2/8/2011	Q1	H1	2011	2	February	Feb	8	Tuesday	Tue	6.47
229674	9/2/2012	Q3	H2	2012	9	September	Sep	2	Sunday	Sun	4.9
437552	4/12/2003	Q2	H1	2003	4	April	Apr	12	Saturday	Sat	14.3
708279	7/28/2016	Q3	H2	2016	7	July	Jul	28	Thursday	Thu	1.0
500758	7/3/2015	Q3	H2	2015	7	July	Jul	3	Friday	Fri	2.07
832564	1/22/2012	Q1	H1	2012	1	January	Jan	22	Sunday	Sun	5.52
561706	11/10/2002	Q4	H2	2002	11	November	Nov	10	Sunday	Sun	14.72
455253	1/11/1980	Q1	H1	1980	1	January	Jan	11	Friday	Fri	37.57
346309	11/21/2005	Q4	H2	2005	11	November	Nov	21	Monday	Mon	11.69
815534	4/13/2017	Q2	H1	2017	4	April	Apr	13	Thursday	Thu	0.29
597692	12/4/2011	Q4	H2	2011	12	December	Dec	4	Sunday	Sun	5.65
487412	4/28/2009	Q2	H1	2009	4	April	Apr	28	Tuesday	Tue	8.25
847911	12/30/2015	Q4	H2	2015	12	December	Dec	30	Wednesday	Wed	1.58
928802	2/8/1997	Q1	H1	1997	2	February	Feb	8	Saturday	Sat	20.48
420178	9/13/2015	Q3	H2	2015	9	September	Sep	13	Sunday	Sun	1.87
186067	4/7/2014	Q2	H1	2014	4	April	Apr	7	Monday	Mon	3.31
356962	12/5/2008	Q4	H2	2008	12	December	Dec	5	Friday	Fri	8.65
312646	1/10/2011	Q1	H1	2011	1	January	Jan	10	Monday	Mon	6.55
883417	1/20/2010	Q1	H1	2010	1	January	Jan	20	Wednesday	Wed	7.52
254602	12/24/2014	Q4	H2	2014	12	December	Dec	24	Wednesday	Wed	2.59
286069	8/16/2016	Q3	H2	2016	8	August	Aug	16	Tuesday	Tue	0.95
789470	4/2/2010	Q2	H1	2010	4	April	Apr	2	Friday	Fri	7.33
478337	5/21/1986	Q2	H1	1986	5	May	May	21	Wednesday	Wed	31.21
627872	1/20/1997	Q1	H1	1997	1	January	Jan	20	Monday	Mon	20.53
230688	12/18/2016	Q4	H2	2016	12	December	Dec	18	Sunday	Sun	0.61
426061	1/22/2008	Q1	H1	2008	1	January	Jan	22	Tuesday	Tue	9.52
313907	10/23/2012	Q4	H2	2012	10	October	Oct	23	Tuesday	Tue	4.76
331661	9/11/2007	Q3	H2	2007	9	September	Sep	11	Tuesday	Tue	9.88
859242	9/30/2008	Q3	H2	2008	9	September	Sep	30	Tuesday	Tue	8.83
870420	5/8/2016	Q2	H1	2016	5	May	May	8	Sunday	Sun	1.22
881549	1/19/2012	Q1	H1	2012	1	January	Jan	19	Thursday	Thu	5.53
395620	10/24/1998	Q4	H2	1998	10	October	Oct	24	Saturday	Sat	18.77
946234	1/22/2003	Q1	H1	2003	1	January	Jan	22	Wednesday	Wed	14.52
644663	10/8/1991	Q4	H2	1991	10	October	Oct	8	Tuesday	Tue	25.82
315719	8/9/2016	Q3	H2	2016	8	August	Aug	9	Tuesday	Tue	0.97
706249	12/14/2015	Q4	H2	2015	12	December	Dec	14	Monday	Mon	1.62
319098	9/29/2013	Q3	H2	2013	9	September	Sep	29	Sunday	Sun	3.83
191837	3/10/2014	Q1	H1	2014	3	March	Mar	10	Monday	Mon	3.39
900670	9/28/2010	Q3	H2	2010	9	September	Sep	28	Tuesday	Tue	6.84
398445	8/15/2014	Q3	H2	2014	8	August	Aug	15	Friday	Fri	2.95
495765	8/25/2011	Q3	H2	2011	8	August	Aug	25	Thursday	Thu	5.93
725129	5/1/2015	Q2	H1	2015	5	May	May	1	Friday	Fri	2.24
808271	12/15/2013	Q4	H2	2013	12	December	Dec	15	Sunday	Sun	3.62
253914	3/24/2009	Q1	H1	2009	3	March	Mar	24	Tuesday	Tue	8.35
393066	11/28/2012	Q4	H2	2012	11	November	Nov	28	Wednesday	Wed	4.67
903609	3/29/2014	Q1	H1	2014	3	March	Mar	29	Saturday	Sat	3.33
704563	3/10/2015	Q1	H1	2015	3	March	Mar	10	Tuesday	Tue	2.39
862997	9/28/1989	Q3	H2	1989	9	September	Sep	28	Thursday	Thu	27.85
432464	9/30/1999	Q3	H2	1999	9	September	Sep	30	Thursday	Thu	17.84
505050	2/19/2017	Q1	H1	2017	2	February	Feb	19	Sunday	Sun	0.44
223279	5/29/1982	Q2	H1	1982	5	May	May	29	Saturday	Sat	35.19
771726	1/14/2010	Q1	H1	2010	1	January	Jan	14	Thursday	Thu	7.54
116719	6/24/2012	Q2	H1	2012	6	June	Jun	24	Sunday	Sun	5.1
831054	10/19/2016	Q4	H2	2016	10	October	Oct	19	Wednesday	Wed	0.77
884750	1/30/1992	Q1	H1	1992	1	January	Jan	30	Thursday	Thu	25.51
161116	10/8/1996	Q4	H2	1996	10	October	Oct	8	Tuesday	Tue	20.82
509534	2/5/1998	Q1	H1	1998	2	February	Feb	5	Thursday	Thu	19.49
625187	12/17/1992	Q4	H2	1992	12	December	Dec	17	Thursday	Thu	24.63
474081	7/19/2017	Q3	H2	2017	7	July	Jul	19	Wednesday	Wed	0.02
635168	6/25/2002	Q2	H1	2002	6	June	Jun	25	Tuesday	Tue	15.1
741361	9/21/2013	Q3	H2	2013	9	September	Sep	21	Saturday	Sat	3.85
220626	2/13/2015	Q1	H1	2015	2	February	Feb	13	Friday	Fri	2.45
687207	6/15/1983	Q2	H1	1983	6	June	Jun	15	Wednesday	Wed	34.14
479240	9/14/2003	Q3	H2	2003	9	September	Sep	14	Sunday	Sun	13.88
257899	8/18/2010	Q3	H2	2010	8	August	Aug	18	Wednesday	Wed	6.95
602135	11/4/1996	Q4	H2	1996	11	November	Nov	4	Monday	Mon	20.74
913211	11/27/1979	Q4	H2	1979	11	November	Nov	27	Tuesday	Tue	37.69
404080	6/2/1991	Q2	H1	1991	6	June	Jun	2	Sunday	Sun	26.17
482308	5/15/2012	Q2	H1	2012	5	May	May	15	Tuesday	Tue	5.21
204446	10/11/1984	Q4	H2	1984	10	October	Oct	11	Thursday	Thu	32.82
919466	2/21/2012	Q1	H1	2012	2	February	Feb	21	Tuesday	Tue	5.44
305814	11/27/2016	Q4	H2	2016	11	November	Nov	27	Sunday	Sun	0.67
417271	4/9/2016	Q2	H1	2016	4	April	Apr	9	Saturday	Sat	1.3
973018	6/4/2015	Q2	H1	2015	6	June	Jun	4	Thursday	Thu	2.15
279112	10/23/2014	Q4	H2	2014	10	October	Oct	23	Thursday	Thu	2.76
997022	4/10/1987	Q2	H1	1987	4	April	Apr	10	Friday	Fri	30.32
421662	11/7/2015	Q4	H2	2015	11	November	Nov	7	Saturday	Sat	1.72
208998	7/31/2010	Q3	H2	2010	7	July	Jul	31	Saturday	Sat	7.0
429846	9/24/2014	Q3	H2	2014	9	September	Sep	24	Wednesday	Wed	2.84
948251	11/21/1999	Q4	H2	1999	11	November	Nov	21	Sunday	Sun	17.7
910461	6/9/2008	Q2	H1	2008	6	June	Jun	9	Monday	Mon	9.14
387512	7/24/2003	Q3	H2	2003	7	July	Jul	24	Thursday	Thu	14.02
436290	6/20/2014	Q2	H1	2014	6	June	Jun	20	Friday	Fri	3.11
453430	2/13/2015	Q1	H1	2015	2	February	Feb	13	Friday	Fri	2.45
444864	1/19/2014	Q1	H1	2014	1	January	Jan	19	Sunday	Sun	3.52
869958	4/19/2013	Q2	H1	2013	4	April	Apr	19	Friday	Fri	4.28
910717	6/29/1992	Q2	H1	1992	6	June	Jun	29	Monday	Mon	25.1
435018	9/2/2006	Q3	H2	2006	9	September	Sep	2	Saturday	Sat	10.91
274798	3/24/2005	Q1	H1	2005	3	March	Mar	24	Thursday	Thu	12.35
816143	4/22/2008	Q2	H1	2008	4	April	Apr	22	Tuesday	Tue	9.27
997294	2/16/2014	Q1	H1	2014	2	February	Feb	16	Sunday	Sun	3.45
382416	11/18/2015	Q4	H2	2015	11	November	Nov	18	Wednesday	Wed	1.69
700830	5/13/2012	Q2	H1	2012	5	May	May	13	Sunday	Sun	5.21
935356	5/21/1992	Q2	H1	1992	5	May	May	21	Thursday	Thu	25.2
760633	9/17/2015	Q3	H2	2015	9	September	Sep	17	Thursday	Thu	1.86
705501	9/17/1994	Q3	H2	1994	9	September	Sep	17	Saturday	Sat	22.88
770283	2/28/1998	Q1	H1	1998	2	February	Feb	28	Saturday	Sat	19.42
473780	10/15/1991	Q4	H2	1991	10	October	Oct	15	Tuesday	Tue	25.8
167586	3/16/1991	Q1	H1	1991	3	March	Mar	16	Saturday	Sat	26.39
462146	9/30/2016	Q3	H2	2016	9	September	Sep	30	Friday	Fri	0.82
313027	11/28/2015	Q4	H2	2015	11	November	Nov	28	Saturday	Sat	1.67
551531	3/30/2015	Q1	H1	2015	3	March	Mar	30	Monday	Mon	2.33
946350	6/6/2015	Q2	H1	2015	6	June	Jun	6	Saturday	Sat	2.15
494094	7/20/2017	Q3	H2	2017	7	July	Jul	20	Thursday	Thu	0.02
395612	1/9/2015	Q1	H1	2015	1	January	Jan	9	Friday	Fri	2.55
952499	5/28/2001	Q2	H1	2001	5	May	May	28	Monday	Mon	16.18
236686	4/19/2016	Q2	H1	2016	4	April	Apr	19	Tuesday	Tue	1.27
215598	9/23/2015	Q3	H2	2015	9	September	Sep	23	Wednesday	Wed	1.85
431839	5/31/2004	Q2	H1	2004	5	May	May	31	Monday	Mon	13.17
527141	1/4/2012	Q1	H1	2012	1	January	Jan	4	Wednesday	Wed	5.57
879616	6/10/2004	Q2	H1	2004	6	June	Jun	10	Thursday	Thu	13.14
944951	11/11/2014	Q4	H2	2014	11	November	Nov	11	Tuesday	Tue	2.71
426618	6/23/2009	Q2	H1	2009	6	June	Jun	23	Tuesday	Tue	8.1
526229	2/26/2005	Q1	H1	2005	2	February	Feb	26	Saturday	Sat	12.42
879337	2/7/1984	Q1	H1	1984	2	February	Feb	7	Tuesday	Tue	33.49
451150	10/2/2011	Q4	H2	2011	10	October	Oct	2	Sunday	Sun	5.82
692697	10/20/1998	Q4	H2	1998	10	October	Oct	20	Tuesday	Tue	18.78
432820	6/12/2004	Q2	H1	2004	6	June	Jun	12	Saturday	Sat	13.13
357518	6/4/2016	Q2	H1	2016	6	June	Jun	4	Saturday	Sat	1.15
751988	10/13/2002	Q4	H2	2002	10	October	Oct	13	Sunday	Sun	14.8
593562	2/4/2007	Q1	H1	2007	2	February	Feb	4	Sunday	Sun	10.48
640040	1/5/2017	Q1	H1	2017	1	January	Jan	5	Thursday	Thu	0.56
901596	9/25/2011	Q3	H2	2011	9	September	Sep	25	Sunday	Sun	5.84
263309	9/14/2005	Q3	H2	2005	9	September	Sep	14	Wednesday	Wed	11.88
333427	9/12/2009	Q3	H2	2009	9	September	Sep	12	Saturday	Sat	7.88
946550	1/20/1990	Q1	H1	1990	1	January	Jan	20	Saturday	Sat	27.54
870809	11/4/2008	Q4	H2	2008	11	November	Nov	4	Tuesday	Tue	8.73
959792	10/18/2009	Q4	H2	2009	10	October	Oct	18	Sunday	Sun	7.78
637858	4/4/2006	Q2	H1	2006	4	April	Apr	4	Tuesday	Tue	11.32
998774	2/21/2003	Q1	H1	2003	2	February	Feb	21	Friday	Fri	14.44
419955	6/30/2016	Q2	H1	2016	6	June	Jun	30	Thursday	Thu	1.08
974092	5/28/2000	Q2	H1	2000	5	May	May	28	Sunday	Sun	17.18
174955	9/23/2012	Q3	H2	2012	9	September	Sep	23	Sunday	Sun	4.85
484196	9/11/2005	Q3	H2	2005	9	September	Sep	11	Sunday	Sun	11.88
352916	3/1/2017	Q1	H1	2017	3	March	Mar	1	Wednesday	Wed	0.41
709442	4/3/2005	Q2	H1	2005	4	April	Apr	3	Sunday	Sun	12.33
626383	3/21/2014	Q1	H1	2014	3	March	Mar	21	Friday	Fri	3.36
483805	9/15/1991	Q3	H2	1991	9	September	Sep	15	Sunday	Sun	25.88
636590	2/22/2014	Q1	H1	2014	2	February	Feb	22	Saturday	Sat	3.43
498243	6/24/2015	Q2	H1	2015	6	June	Jun	24	Wednesday	Wed	2.1
422180	7/24/2017	Q3	H2	2017	7	July	Jul	24	Monday	Mon	0.01
147225	2/26/1996	Q1	H1	1996	2	February	Feb	26	Monday	Mon	21.43
977094	7/23/2015	Q3	H2	2015	7	July	Jul	23	Thursday	Thu	2.02
734056	8/23/2013	Q3	H2	2013	8	August	Aug	23	Friday	Fri	3.93
861922	4/10/2009	Q2	H1	2009	4	April	Apr	10	Friday	Fri	8.3
802411	7/22/2014	Q3	H2	2014	7	July	Jul	22	Tuesday	Tue	3.02
979631	12/3/2016	Q4	H2	2016	12	December	Dec	3	Saturday	Sat	0.65
992369	3/12/2013	Q1	H1	2013	3	March	Mar	12	Tuesday	Tue	4.38
371501	11/13/2016	Q4	H2	2016	11	November	Nov	13	Sunday	Sun	0.7
728895	11/8/1997	Q4	H2	1997	11	November	Nov	8	Saturday	Sat	19.73
